id,name,level 1,x,y
15905294347534191822,Doyan Ayam Gegerkalong Bandung,poisLite,107.59135839999999,-6.8695591
8390985291821497550,Super Enjoy Bandung,poisLite,107.593356,-6.870141899999999
14732873992872975395,YumYam Food,poisLite,107.56999119999999,-6.8524578
955937482521348695,Warung Nasi Terdekat,poisLite,107.7107348,-6.9198889
9843921796690675825,Rumah Makan Soto Bandung Spesial 'Aa Teteh',poisLite,107.54731690000001,-6.8735238
7507060732967979725,INGAT MAKAN !!! bandung,poisLite,107.61230959999999,-6.923918599999999
66787087099075855,Batagor Bandung,poisLite,107.5916144,-6.8717323000000015
14598736264116211425,Ramen 38 Chaya,poisLite,107.59645499999999,-6.8795092
12614103914388777172,Magal Bandung,poisLite,107.5960703,-6.8886945
1590361563767525713,Mie Kocok Bandung Sahabat,poisLite,107.59239559999999,-6.8976099
816014627334926594,Hachi Grill Sutami Bandung,poisLite,107.587626,-6.8778783
18282720286405364120,Saka Bistro & Bar,poisLite,107.59861699999999,-6.880809
13833407968100803424,McDonald's Setiabudi Bandung,poisLite,107.5981881,-6.8785545
4054336075881990400,Jatinangor House - Gegerkalong Bandung,poisLite,107.59340259999999,-6.8690067
17897049900784165791,Foek TakeAway Bandung Setiabudhi,poisLite,107.59394669999999,-6.867918899999999
12034059529429221684,Jing Paradise Chinese Fine Dining Restaurant,poisLite,107.5956375,-6.8548421
12703639431924149115,Lunch On!,poisLite,107.63099349999999,-6.8995596
15476701387787470926,KEDAI SANSANWAWA,poisLite,107.6030261,-6.8206063
14506759994491259989,"Besteak Resto, Apartemen Gateway Pasteur Bandung",poisLite,107.5660678,-6.8893781999999995
3481501380164931085,Ayam Dadar Bandung Official,poisLite,107.5874929,-6.8660559
13173734069673747499,Sate Tegal Marem,poisLite,107.59661009999999,-6.874872499999999
11812012461454128982,MIE TUL GOED SARIJADI BANDUNG,poisLite,107.58010979999999,-6.8761151
15475109515837063143,Warung Berkah,poisLite,107.57478289999999,-6.8461957
15072462854720418095,Laxmi Resto Gallery,poisLite,107.57334159999999,-6.876570999999999
3124803331164966230,Warung Berkah,poisLite,107.5886601,-6.807182399999999
2244211802129267590,Sate ayam bang rudi,poisLite,107.5621609,-6.8873893
5188348182520962783,KFC Setiabudi Bandung,poisLite,107.5934691,-6.868348699999999
2605924033237738148,Pecel 21 Lele cibabat,poisLite,107.5655181,-6.859813399999999
1165745540428292290,Nasi Goreng & Mendoan Aru 141,poisLite,107.5756785,-6.8489425
17830034661752928782,Warung Sate Maranggi,poisLite,107.5972338,-6.8210953
12859469050955123832,Oto,poisLite,107.60157780000002,-6.8355456
11317360854735820049,kuca.bandung,poisLite,107.593385,-6.868946999999999
4254988458939336537,Warung Nasi Khas Sunda Ibu Nani,poisLite,107.5692619,-6.8504533
2635656727772399661,Gion Izakaya,poisLite,107.5786974,-6.8907
16587656497111755121,Restoran,poisLite,107.6103502,-6.950517400000001
10925975075570204185,Champ Resto Indonesia,poisLite,107.5712789,-6.8457823
1703897226293735977,Cemilan Sejoli,poisLite,107.5974701,-6.8566248
7695574582876560320,Ngikan Yuk Setiabudi Bandung,poisLite,107.5933732,-6.870009800000001
9168054705145451790,KEDAI 876 ATLIT,poisLite,107.5755458,-6.8431432999999995
9933560343307465354,KEDAI ONES,poisLite,107.5444747,-6.862027599999999
14125944947791486048,RM. Soto Bandung Special,poisLite,107.5470655,-6.8728405
6896327478102320646,Pedesan Anjim Bandung,poisLite,107.5951736,-6.8611311
11765210154094370060,Ayam Geprek Saldin Bandung,poisLite,107.596165,-6.858644
6481746160448569719,Waroeng Tjimahi,poisLite,107.5388291,-6.871287799999999
3693643432694719262,Kantin CAB (Cuanki Asli Bandung),poisLite,107.5875903,-6.867502399999999
3950214526868761941,Goldstar 360 food coffee shisha,poisLite,107.5822398,-6.8840987
7215943781388647724,Warung & Rm. Makan,poisLite,107.6206821,-6.9528108
1505371610983516374,Warung Mak Eros Soto Bandung,poisLite,107.5464718,-6.863552299999999
4901519434409492750,Ayam Dadar Bandung,poisLite,107.5609289,-6.8669103
6509388825106572082,Bumi Sangkuriang,poisLite,107.60903100000002,-6.8670293000000004
8310290951985116909,KEDAI COD Waruga Jaya Bandung,poisLite,107.581154,-6.8559014
6658039543922082555,Batagor Alex,poisLite,107.5836772,-6.8814204
14855792642090257778,SOTO BANDUNG & GEPUK NJONJA HARTATI,poisLite,107.56150400000001,-6.8718394
9310763559530842490,Warung Makan,poisLite,107.6212546,-6.938042299999999
6996264592943655707,Bakmi Ponyo,poisLite,107.57110759999999,-6.8614336
387413908279836094,Warung Bandung,poisLite,107.6165161,-6.9517259
9526233839534030124,Gaia Semeja Asian Kitchen,poisLite,107.60029670000002,-6.8438804000000015
11241091027644232724,AYAM geprek AA Bandung,poisLite,107.57951849999999,-6.86435
15191808369251860461,Bandung Rasa,poisLite,107.6059073,-6.9037497
16420289753560679224,Sigli Jaya,poisLite,107.61515209999999,-6.8847796
10542631126165525118,Warung makanan,poisLite,107.60356499999999,-6.9056123
13758106782257260909,Cuanki Wildan,poisLite,107.59726979999999,-6.8796895
12703195778250925866,Monomono,poisLite,107.60029670000002,-6.8438804000000015
13283990957156145575,"Nasi Goreng Babah Bayu, Masduki",poisLite,107.5697289,-6.850385399999999
12531579367990636642,Panda Dimsum Bandung,poisLite,107.5974799,-6.846065299999999
17759109918034630924,Oemah Andrawina,poisLite,107.5717186,-6.837028999999999
5642358384494816563,Ranca Bentang Villa dan Resto khas Sunda Cihideung,poisLite,107.5973909,-6.814706900000001
2501507744137387750,Ayam Goreng Ibu Euis,poisLite,107.6045343,-6.885485699999999
14396808632773904058,Oriental Corner,poisLite,107.5822539,-6.880767
11761457177586135815,Food Court Griya Setiabudi,poisLite,107.5944262,-6.8718588
12451095570579716385,ngerang gerlong,poisLite,107.5905476,-6.869815300000001
9800723854010540307,Ikan Bakar Bbm Bandung,poisLite,107.57975909999999,-6.8754369
